scenario_type,input_text,target_response,final_state
rule_based,User: Train to Victoria please,Happy to help! When would you like to travel to Victoria?,"{""destination"": ""Victoria"", ""constraints"": [""wheelchair""], ""time"": ""this afternoon"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: Train to Victoria please,Happy to help! When would you like to travel to Victoria?,"{""destination"": ""Victoria"", ""constraints"": [""cat""], ""time"": ""this afternoon"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: I need to get to Leeds last train. I also have a pushchair.,Got it! Looking for trains to Leeds last train with pushchair space. Please note that pushchair reservations are required on this route.,"{""destination"": ""Leeds"", ""constraints"": [""pushchair""], ""time"": ""last train"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Bristol?,The next train to Bristol departs in 12 minutes from Platform 2. It arrives at Bristol at 14:35.,"{""destination"": ""Bristol"", ""constraints"": [""bike""], ""time"": ""this evening"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: I need to get to Wembley off-peak. I also have a bicycle.,Got it! Looking for trains to Wembley off-peak with bicycle space. Please note that bicycle reservations are required on this route.,"{""destination"": ""Wembley"", ""constraints"": [""bicycle""], ""time"": ""off-peak"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to Cambridge?,The cheapest option to Cambridge is an Advance ticket at £58. Available on the 06:45 and 11:30 departures. Off-peak tickets from £65 are available after 09:30.,"{""destination"": ""Cambridge"", ""constraints"": [""accessibility needs""], ""time"": ""before midnight"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: Show me trains to Manchester with baby buggy space,Here are trains to Manchester with baby buggy accommodation: • 08:30 - Platform 4 (2 baby buggy spaces left) • 10:15 - Platform 1 (spaces available) • 12:00 - Platform 6 (fully booked),"{""destination"": ""Manchester"", ""constraints"": [""baby buggy""], ""time"": ""urgently"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to Paddington?,The cheapest option to Paddington is an Advance ticket at £17. Available on the 06:45 and 11:30 departures. Off-peak tickets from £26 are available after 09:30.,"{""destination"": ""Paddington"", ""constraints"": [""dog""], ""time"": ""peak hours"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to York today?,There are currently minor delays on the York line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""York"", ""constraints"": [""pushchair""], ""time"": ""last train"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Victoria?,The next train to Victoria departs in 12 minutes from Platform 2. It arrives at Victoria at 14:35.,"{""destination"": ""Victoria"", ""constraints"": [""pushchair""], ""time"": ""off-peak"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: I need to reach Cambridge before midnight. My flight lands in 2 hours.,"For an urgent journey to Cambridge, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Cambridge"", ""constraints"": [""pushchair""], ""time"": ""before midnight"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Oxford today?,There are currently minor delays on the Oxford line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Oxford"", ""constraints"": [""pet""], ""time"": ""next available"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: I need to reach King's Cross this afternoon. My flight lands in 2 hours.,"For an urgent journey to King's Cross, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""King's Cross"", ""constraints"": [""wheelchair""], ""time"": ""this afternoon"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: I need to get to Brighton before midnight. I also have a bike.,Got it! Looking for trains to Brighton before midnight with bike space. Please note that bike reservations are required on this route.,"{""destination"": ""Brighton"", ""constraints"": [""bike""], ""time"": ""before midnight"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: Train to Oxford please,Happy to help! When would you like to travel to Oxford?,"{""destination"": ""Oxford"", ""constraints"": [""cat""], ""time"": ""peak hours"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: I need to get to Liverpool next available. I also have a accessibility needs.,Got it! Looking for trains to Liverpool next available with accessibility needs space. Please note that accessibility needs reservations are required on this route.,"{""destination"": ""Liverpool"", ""constraints"": [""accessibility needs""], ""time"": ""next available"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Heathrow?,The next train to Heathrow departs in 12 minutes from Platform 2. It arrives at Heathrow at 14:35.,"{""destination"": ""Heathrow"", ""constraints"": [""dog""], ""time"": ""tomorrow morning"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: Train to Bristol please,Happy to help! When would you like to travel to Bristol?,"{""destination"": ""Bristol"", ""constraints"": [""pushchair""], ""time"": ""off-peak"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to York?,The cheapest option to York is an Advance ticket at £58. Available on the 06:45 and 11:30 departures. Off-peak tickets from £65 are available after 09:30.,"{""destination"": ""York"", ""constraints"": [""bicycle""], ""time"": ""first train"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: I need to get to Lime Street early morning. I also have a wheelchair.,Got it! Looking for trains to Lime Street early morning with wheelchair space. Please note that wheelchair reservations are required on this route.,"{""destination"": ""Lime Street"", ""constraints"": [""wheelchair""], ""time"": ""early morning"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Paddington today?,There are currently minor delays on the Paddington line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Paddington"", ""constraints"": [""cat""], ""time"": ""peak hours"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: I need a quickest route train to Birmingham early morning,Sure! Searching for quickest route trains to Birmingham early morning. Found 3 options. The earliest departs at 07:15 from Platform 3.,"{""destination"": ""Birmingham"", ""constraints"": [""baby buggy""], ""time"": ""early morning"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: Train to Gatwick please,Happy to help! When would you like to travel to Gatwick?,"{""destination"": ""Gatwick"", ""constraints"": [""pushchair""], ""time"": ""this afternoon"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to Bristol?,The cheapest option to Bristol is an Advance ticket at £79. Available on the 06:45 and 11:30 departures. Off-peak tickets from £88 are available after 09:30.,"{""destination"": ""Bristol"", ""constraints"": [""bicycle""], ""time"": ""peak hours"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: Train to Newcastle please,Happy to help! When would you like to travel to Newcastle?,"{""destination"": ""Newcastle"", ""constraints"": [""dog""], ""time"": ""this evening"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Newcastle?,The next train to Newcastle departs in 12 minutes from Platform 2. It arrives at Newcastle at 14:35.,"{""destination"": ""Newcastle"", ""constraints"": [""dog""], ""time"": ""off-peak"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Wembley today?,There are currently minor delays on the Wembley line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Wembley"", ""constraints"": [""wheelchair""], ""time"": ""first train"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: I need to get to Gatwick peak hours. I also have a accessibility needs.,Got it! Looking for trains to Gatwick peak hours with accessibility needs space. Please note that accessibility needs reservations are required on this route.,"{""destination"": ""Gatwick"", ""constraints"": [""accessibility needs""], ""time"": ""peak hours"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Exeter today?,There are currently minor delays on the Exeter line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Exeter"", ""constraints"": [""pushchair""], ""time"": ""last train"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: I need to reach Nottingham early morning. My flight lands in 2 hours.,"For an urgent journey to Nottingham, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Nottingham"", ""constraints"": [""pushchair""], ""time"": ""early morning"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to Manchester?,The cheapest option to Manchester is an Advance ticket at £28. Available on the 06:45 and 11:30 departures. Off-peak tickets from £37 are available after 09:30.,"{""destination"": ""Manchester"", ""constraints"": [""large luggage""], ""time"": ""off-peak"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to York today?,There are currently minor delays on the York line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""York"", ""constraints"": [""dog""], ""time"": ""off-peak"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: Train to York please,Happy to help! When would you like to travel to York?,"{""destination"": ""York"", ""constraints"": [""cat""], ""time"": ""tomorrow morning"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to Edinburgh?,The cheapest option to Edinburgh is an Advance ticket at £29. Available on the 06:45 and 11:30 departures. Off-peak tickets from £47 are available after 09:30.,"{""destination"": ""Edinburgh"", ""constraints"": [""bicycle""], ""time"": ""early morning"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Edinburgh?,The next train to Edinburgh departs in 12 minutes from Platform 2. It arrives at Edinburgh at 14:35.,"{""destination"": ""Edinburgh"", ""constraints"": [""large luggage""], ""time"": ""tonight"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Lime Street?,The next train to Lime Street departs in 12 minutes from Platform 2. It arrives at Lime Street at 14:35.,"{""destination"": ""Lime Street"", ""constraints"": [""pushchair""], ""time"": ""tonight"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to Newcastle?,The cheapest option to Newcastle is an Advance ticket at £22. Available on the 06:45 and 11:30 departures. Off-peak tickets from £34 are available after 09:30.,"{""destination"": ""Newcastle"", ""constraints"": [""pet""], ""time"": ""this evening"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Brighton today?,There are currently minor delays on the Brighton line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Brighton"", ""constraints"": [""baby buggy""], ""time"": ""early morning"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to Liverpool?,The cheapest option to Liverpool is an Advance ticket at £35. Available on the 06:45 and 11:30 departures. Off-peak tickets from £51 are available after 09:30.,"{""destination"": ""Liverpool"", ""constraints"": [""bike""], ""time"": ""early morning"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Newcastle?,The next train to Newcastle departs in 12 minutes from Platform 2. It arrives at Newcastle at 14:35.,"{""destination"": ""Newcastle"", ""constraints"": [""pram""], ""time"": ""this afternoon"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: Show me trains to Nottingham with pushchair space,Here are trains to Nottingham with pushchair accommodation: • 08:30 - Platform 4 (2 pushchair spaces left) • 10:15 - Platform 1 (spaces available) • 12:00 - Platform 6 (fully booked),"{""destination"": ""Nottingham"", ""constraints"": [""pushchair""], ""time"": ""first train"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: I need a most comfortable train to King's Cross before midnight,Sure! Searching for most comfortable trains to King's Cross before midnight. Found 3 options. The earliest departs at 07:15 from Platform 3.,"{""destination"": ""King's Cross"", ""constraints"": [""pram""], ""time"": ""before midnight"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Bristol?,The next train to Bristol departs in 12 minutes from Platform 2. It arrives at Bristol at 14:35.,"{""destination"": ""Bristol"", ""constraints"": [""pet""], ""time"": ""next available"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to Leicester?,The cheapest option to Leicester is an Advance ticket at £58. Available on the 06:45 and 11:30 departures. Off-peak tickets from £73 are available after 09:30.,"{""destination"": ""Leicester"", ""constraints"": [""wheelchair""], ""time"": ""tomorrow morning"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: Show me trains to Exeter with pushchair space,Here are trains to Exeter with pushchair accommodation: • 08:30 - Platform 4 (2 pushchair spaces left) • 10:15 - Platform 1 (spaces available) • 12:00 - Platform 6 (fully booked),"{""destination"": ""Exeter"", ""constraints"": [""pushchair""], ""time"": ""peak hours"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: Train to Leicester please,Happy to help! When would you like to travel to Leicester?,"{""destination"": ""Leicester"", ""constraints"": [""pet""], ""time"": ""urgently"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Oxford today?,There are currently minor delays on the Oxford line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Oxford"", ""constraints"": [""large luggage""], ""time"": ""first train"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: I need a fewest changes train to York tomorrow morning,Sure! Searching for fewest changes trains to York tomorrow morning. Found 3 options. The earliest departs at 07:15 from Platform 3.,"{""destination"": ""York"", ""constraints"": [""accessibility needs""], ""time"": ""tomorrow morning"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: I need a fewest changes train to Exeter peak hours,Sure! Searching for fewest changes trains to Exeter peak hours. Found 3 options. The earliest departs at 07:15 from Platform 3.,"{""destination"": ""Exeter"", ""constraints"": [""large luggage""], ""time"": ""peak hours"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: I need to reach Brighton before midnight. My flight lands in 2 hours.,"For an urgent journey to Brighton, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Brighton"", ""constraints"": [""cat""], ""time"": ""before midnight"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: I need to reach Nottingham this afternoon. My flight lands in 2 hours.,"For an urgent journey to Nottingham, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Nottingham"", ""constraints"": [""bike""], ""time"": ""this afternoon"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to Birmingham?,The cheapest option to Birmingham is an Advance ticket at £26. Available on the 06:45 and 11:30 departures. Off-peak tickets from £41 are available after 09:30.,"{""destination"": ""Birmingham"", ""constraints"": [""bicycle""], ""time"": ""before midnight"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: I need to reach Leicester tonight. My flight lands in 2 hours.,"For an urgent journey to Leicester, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Leicester"", ""constraints"": [""pushchair""], ""time"": ""tonight"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: Train to York please,Happy to help! When would you like to travel to York?,"{""destination"": ""York"", ""constraints"": [""baby buggy""], ""time"": ""off-peak"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: I need to get to Gatwick peak hours. I also have a large luggage.,Got it! Looking for trains to Gatwick peak hours with large luggage space. Please note that large luggage reservations are required on this route.,"{""destination"": ""Gatwick"", ""constraints"": [""large luggage""], ""time"": ""peak hours"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to Nottingham?,The cheapest option to Nottingham is an Advance ticket at £55. Available on the 06:45 and 11:30 departures. Off-peak tickets from £72 are available after 09:30.,"{""destination"": ""Nottingham"", ""constraints"": [""large luggage""], ""time"": ""first train"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Wembley today?,There are currently minor delays on the Wembley line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Wembley"", ""constraints"": [""wheelchair""], ""time"": ""tonight"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: I need to get to Newcastle last train. I also have a bicycle.,Got it! Looking for trains to Newcastle last train with bicycle space. Please note that bicycle reservations are required on this route.,"{""destination"": ""Newcastle"", ""constraints"": [""bicycle""], ""time"": ""last train"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: I need to reach Waterloo off-peak. My flight lands in 2 hours.,"For an urgent journey to Waterloo, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Waterloo"", ""constraints"": [""pet""], ""time"": ""off-peak"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: I need to get to Glasgow this evening. I also have a pram.,Got it! Looking for trains to Glasgow this evening with pram space. Please note that pram reservations are required on this route.,"{""destination"": ""Glasgow"", ""constraints"": [""pram""], ""time"": ""this evening"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: I need to get to Edinburgh this afternoon. I also have a bicycle.,Got it! Looking for trains to Edinburgh this afternoon with bicycle space. Please note that bicycle reservations are required on this route.,"{""destination"": ""Edinburgh"", ""constraints"": [""bicycle""], ""time"": ""this afternoon"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: I need to reach Brighton this evening. My flight lands in 2 hours.,"For an urgent journey to Brighton, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Brighton"", ""constraints"": [""pram""], ""time"": ""this evening"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: I need a quickest route train to Sheffield first train,Sure! Searching for quickest route trains to Sheffield first train. Found 3 options. The earliest departs at 07:15 from Platform 3.,"{""destination"": ""Sheffield"", ""constraints"": [""accessibility needs""], ""time"": ""first train"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Liverpool?,The next train to Liverpool departs in 12 minutes from Platform 2. It arrives at Liverpool at 14:35.,"{""destination"": ""Liverpool"", ""constraints"": [""pram""], ""time"": ""this afternoon"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Edinburgh?,The next train to Edinburgh departs in 12 minutes from Platform 2. It arrives at Edinburgh at 14:35.,"{""destination"": ""Edinburgh"", ""constraints"": [""accessibility needs""], ""time"": ""early morning"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: I need to reach Leeds first train. My flight lands in 2 hours.,"For an urgent journey to Leeds, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Leeds"", ""constraints"": [""bike""], ""time"": ""first train"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: I need to reach King's Cross urgently. My flight lands in 2 hours.,"For an urgent journey to King's Cross, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""King's Cross"", ""constraints"": [""accessibility needs""], ""time"": ""urgently"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: I need a cheapest train to Wembley this afternoon,Sure! Searching for cheapest trains to Wembley this afternoon. Found 3 options. The earliest departs at 07:15 from Platform 3.,"{""destination"": ""Wembley"", ""constraints"": [""baby buggy""], ""time"": ""this afternoon"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: I need to reach Oxford this evening. My flight lands in 2 hours.,"For an urgent journey to Oxford, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Oxford"", ""constraints"": [""dog""], ""time"": ""this evening"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: Show me trains to Exeter with dog space,Here are trains to Exeter with dog accommodation: • 08:30 - Platform 4 (2 dog spaces left) • 10:15 - Platform 1 (spaces available) • 12:00 - Platform 6 (fully booked),"{""destination"": ""Exeter"", ""constraints"": [""dog""], ""time"": ""before midnight"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: Show me trains to Glasgow with pram space,Here are trains to Glasgow with pram accommodation: • 08:30 - Platform 4 (2 pram spaces left) • 10:15 - Platform 1 (spaces available) • 12:00 - Platform 6 (fully booked),"{""destination"": ""Glasgow"", ""constraints"": [""pram""], ""time"": ""tomorrow morning"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Liverpool today?,There are currently minor delays on the Liverpool line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Liverpool"", ""constraints"": [""pram""], ""time"": ""urgently"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: Show me trains to Manchester with accessibility needs space,Here are trains to Manchester with accessibility needs accommodation: • 08:30 - Platform 4 (2 accessibility needs spaces left) • 10:15 - Platform 1 (spaces available) • 12:00 - Platform 6 (fully booked),"{""destination"": ""Manchester"", ""constraints"": [""accessibility needs""], ""time"": ""off-peak"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Sheffield?,The next train to Sheffield departs in 12 minutes from Platform 2. It arrives at Sheffield at 14:35.,"{""destination"": ""Sheffield"", ""constraints"": [""dog""], ""time"": ""early morning"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Nottingham today?,There are currently minor delays on the Nottingham line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Nottingham"", ""constraints"": [""cat""], ""time"": ""before midnight"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: Train to Cambridge please,Happy to help! When would you like to travel to Cambridge?,"{""destination"": ""Cambridge"", ""constraints"": [""cat""], ""time"": ""tonight"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Waterloo?,The next train to Waterloo departs in 12 minutes from Platform 2. It arrives at Waterloo at 14:35.,"{""destination"": ""Waterloo"", ""constraints"": [""pram""], ""time"": ""early morning"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Leicester today?,There are currently minor delays on the Leicester line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Leicester"", ""constraints"": [""cat""], ""time"": ""tonight"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: Train to Exeter please,Happy to help! When would you like to travel to Exeter?,"{""destination"": ""Exeter"", ""constraints"": [""large luggage""], ""time"": ""next available"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: What's the next train to Heathrow?,The next train to Heathrow departs in 12 minutes from Platform 2. It arrives at Heathrow at 14:35.,"{""destination"": ""Heathrow"", ""constraints"": [""pushchair""], ""time"": ""last train"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Liverpool today?,There are currently minor delays on the Liverpool line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Liverpool"", ""constraints"": [""accessibility needs""], ""time"": ""tomorrow morning"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: Show me trains to Wembley with bicycle space,Here are trains to Wembley with bicycle accommodation: • 08:30 - Platform 4 (2 bicycle spaces left) • 10:15 - Platform 1 (spaces available) • 12:00 - Platform 6 (fully booked),"{""destination"": ""Wembley"", ""constraints"": [""bicycle""], ""time"": ""this evening"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: Show me trains to Exeter with wheelchair space,Here are trains to Exeter with wheelchair accommodation: • 08:30 - Platform 4 (2 wheelchair spaces left) • 10:15 - Platform 1 (spaces available) • 12:00 - Platform 6 (fully booked),"{""destination"": ""Exeter"", ""constraints"": [""wheelchair""], ""time"": ""last train"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: Show me trains to Liverpool with pram space,Here are trains to Liverpool with pram accommodation: • 08:30 - Platform 4 (2 pram spaces left) • 10:15 - Platform 1 (spaces available) • 12:00 - Platform 6 (fully booked),"{""destination"": ""Liverpool"", ""constraints"": [""pram""], ""time"": ""this evening"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: I need to get to Leeds urgently. I also have a dog.,Got it! Looking for trains to Leeds urgently with dog space. Please note that dog reservations are required on this route.,"{""destination"": ""Leeds"", ""constraints"": [""dog""], ""time"": ""urgently"", ""priority"": ""most comfortable"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to Oxford?,The cheapest option to Oxford is an Advance ticket at £25. Available on the 06:45 and 11:30 departures. Off-peak tickets from £39 are available after 09:30.,"{""destination"": ""Oxford"", ""constraints"": [""bicycle""], ""time"": ""this afternoon"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to Lime Street?,The cheapest option to Lime Street is an Advance ticket at £69. Available on the 06:45 and 11:30 departures. Off-peak tickets from £76 are available after 09:30.,"{""destination"": ""Lime Street"", ""constraints"": [""pet""], ""time"": ""tomorrow morning"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: I need a fastest train to Manchester tomorrow morning,Sure! Searching for fastest trains to Manchester tomorrow morning. Found 3 options. The earliest departs at 07:15 from Platform 3.,"{""destination"": ""Manchester"", ""constraints"": [""accessibility needs""], ""time"": ""tomorrow morning"", ""priority"": ""fastest"", ""status"": ""resolved""}"
rule_based,User: Cheapest way to get to Bristol?,The cheapest option to Bristol is an Advance ticket at £79. Available on the 06:45 and 11:30 departures. Off-peak tickets from £87 are available after 09:30.,"{""destination"": ""Bristol"", ""constraints"": [""cat""], ""time"": ""before midnight"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Gatwick today?,There are currently minor delays on the Gatwick line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Gatwick"", ""constraints"": [""cat""], ""time"": ""this evening"", ""priority"": ""direct only"", ""status"": ""resolved""}"
rule_based,User: I need to reach Manchester off-peak. My flight lands in 2 hours.,"For an urgent journey to Manchester, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Manchester"", ""constraints"": [""bike""], ""time"": ""off-peak"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: I need a cheapest train to Waterloo peak hours,Sure! Searching for cheapest trains to Waterloo peak hours. Found 3 options. The earliest departs at 07:15 from Platform 3.,"{""destination"": ""Waterloo"", ""constraints"": [""wheelchair""], ""time"": ""peak hours"", ""priority"": ""cheapest"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Nottingham today?,There are currently minor delays on the Nottingham line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Nottingham"", ""constraints"": [""dog""], ""time"": ""tomorrow morning"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
rule_based,User: Any disruptions to Wembley today?,There are currently minor delays on the Wembley line due to engineering works. Trains are running approximately 15 minutes late. I recommend allowing extra time for your journey.,"{""destination"": ""Wembley"", ""constraints"": [""bike""], ""time"": ""before midnight"", ""priority"": ""quickest route"", ""status"": ""resolved""}"
rule_based,User: I need to reach Exeter this afternoon. My flight lands in 2 hours.,"For an urgent journey to Exeter, the fastest option departs in 8 minutes. Journey time: 45 minutes. You'll arrive with time to spare. Platform 5 — please go now!","{""destination"": ""Exeter"", ""constraints"": [""large luggage""], ""time"": ""this afternoon"", ""priority"": ""fewest changes"", ""status"": ""resolved""}"
